id_1,float_1,float_2,category_1,category_2,bool_1,timestamp_1,string_1
27,,0.6883750559603625,category_2905,category_10,True,2000-01-28,label_169
28,0.6855419844806947,0.7934320446225666,category_6996,category_7,False,2000-01-29,label_84
29,0.6504592762678163,0.4437742066582947,category_7555,category_4,True,2000-01-30,label_67
30,0.6884467305709401,0.35015066326139044,category_908,category_5,True,2000-01-31,label_14
31,,0.3563937012862455,category_1269,category_14,True,2000-02-01,label_174
32,0.13509650502241122,0.764406008597929,category_2505,category_20,True,2000-02-02,label_181
33,0.7214883401940817,0.9615380595411451,category_268,category_9,False,2000-02-03,label_134
34,0.5253543224757259,0.5471514940636675,category_1012,category_16,False,2000-02-04,label_115
35,0.31024187555895566,0.1783896739312052,category_974,category_7,False,2000-02-05,label_169
36,0.4858353588317891,0.6173550309698633,category_6368,category_13,False,2000-02-06,label_158
37,0.8894878343490003,0.13447512213887436,category_4001,category_3,False,2000-02-07,label_49
38,0.9340435159562497,0.5997821646784091,category_3637,category_2,True,2000-02-08,label_178
39,0.35779519670907023,0.06650182469420252,category_2649,category_11,True,2000-02-09,label_194
40,0.5715298307297609,0.5815945804105777,category_4194,category_6,False,2000-02-10,label_179
41,0.32186939107594215,0.8282008850196638,category_5107,category_16,False,2000-02-11,label_41
42,,0.4495792684525388,category_797,category_2,False,2000-02-12,label_12
43,0.33791122550713326,0.6010859141455495,category_4023,category_20,True,2000-02-13,label_60
44,0.39161900052816123,0.5031914105106594,category_7370,category_11,True,2000-02-14,label_117
45,0.8902743520047923,0.5540127329373769,category_7294,category_3,False,2000-02-15,label_137
46,0.22715759353337972,0.8064536083038312,category_4321,category_19,True,2000-02-16,label_104
47,0.6231871446860424,0.40063101817330005,category_5864,category_13,False,2000-02-17,label_195
48,0.08401534358238483,0.26206065810143553,category_4349,category_15,True,2000-02-18,label_163
49,0.8326441476533978,0.2416580434571276,category_7449,category_10,False,2000-02-19,label_88
50,0.7870983074886834,0.633352893939022,category_3663,category_5,False,2000-02-20,label_43
51,0.23936944299295215,0.8250451564136032,category_5825,category_1,False,2000-02-21,label_152
52,0.8764842308107038,0.5410354237857407,category_1903,category_16,True,2000-02-22,label_118
53,0.05856803480519435,0.6679470050231624,category_6440,category_2,True,2000-02-23,label_5
54,0.3361170605456604,0.2661839805054047,category_5963,category_17,False,2000-02-24,label_129
55,0.15027946689483906,0.6885904644944447,category_5256,category_5,True,2000-02-25,label_76
56,0.450339366649287,0.1766719917032319,category_6138,category_16,True,2000-02-26,label_37
57,0.7963242702872942,0.12615536567268748,category_4221,category_20,True,2000-02-27,label_59
58,,0.005697947361004818,category_1117,category_6,True,2000-02-28,label_65
59,0.05202130106440961,0.03504488822350438,category_1548,category_1,False,2000-02-29,label_141
60,0.4045518398215282,0.45320821637407194,category_4273,category_1,False,2000-03-01,label_26
61,0.19851304450925533,0.7217132458045283,category_6384,category_7,False,2000-03-02,label_106
62,0.0907530456191219,0.37778616801127374,category_6705,category_20,True,2000-03-03,label_170
63,0.5803323859868507,0.4644555079828304,category_1233,category_18,False,2000-03-04,label_195
64,0.2986961328189226,0.5975028202992685,category_1582,category_2,False,2000-03-05,label_49
65,0.6719948779563594,0.021239132941680783,category_2414,category_1,False,2000-03-06,label_104
66,0.1995154439682133,0.2222230174694867,category_5437,category_20,True,2000-03-07,label_185
67,0.9421131105064978,0.013042137173755353,category_667,category_1,False,2000-03-08,label_82
68,0.36511016824482856,0.7576780952647068,category_4326,category_1,True,2000-03-09,label_138
69,0.10549527957022953,0.019687867276014015,category_5366,category_8,True,2000-03-10,label_42
70,0.6291081515397092,0.842284558571907,category_780,category_14,False,2000-03-11,label_41
71,0.9271545530678674,0.6487609600287716,category_4486,category_2,False,2000-03-12,label_140
72,0.440377154715784,0.6588306843202081,category_7284,category_12,True,2000-03-13,label_191
73,0.9545904936907372,0.8074363368447399,category_872,category_1,True,2000-03-14,label_17
74,0.499895813687647,0.5274820636448979,category_6192,category_1,False,2000-03-15,label_116
75,0.42522862484907553,0.9974717818894987,category_4785,category_15,True,2000-03-16,label_180
76,0.6202134520153778,0.8682363628018648,category_2403,category_20,False,2000-03-17,label_111
77,0.9950965052353241,0.22108206219611493,category_4301,category_5,True,2000-03-18,label_101
78,0.9489436749377653,0.006260539215442673,category_7998,category_7,False,2000-03-19,label_199
79,0.4600451393090961,0.5405981345725192,category_1991,category_19,True,2000-03-20,label_157
80,0.7577288453082914,0.947676983771866,category_2556,category_6,True,2000-03-21,label_114
81,0.49742269548761897,0.887873343104142,category_6369,category_18,True,2000-03-22,label_79
82,0.5293121601967704,0.320987205091134,category_2332,category_13,False,2000-03-23,label_70
83,0.7857857007138075,0.16250880363818676,category_6300,category_1,False,2000-03-24,label_114
84,0.4146558493556708,0.19649269879816267,category_895,category_2,False,2000-03-25,label_148
85,0.7344835717887294,0.43731941547850073,category_3009,category_10,True,2000-03-26,label_23
86,0.7111428779897498,0.8799744529067084,category_1521,category_3,True,2000-03-27,label_169
87,0.9320596866133782,0.47132053881965585,category_4263,category_4,True,2000-03-28,label_154
88,0.1149326332809052,0.9288757909207637,category_7626,category_20,False,2000-03-29,label_114
89,0.7290151170763094,0.5179388677088695,category_3634,category_3,True,2000-03-30,label_31
90,,0.03675095919114979,category_7252,category_9,True,2000-03-31,label_143
91,0.9679261899246464,0.5923490146432248,category_611,category_16,True,2000-04-01,label_2
92,0.014706304965369288,0.8745400916178361,category_7521,category_12,True,2000-04-02,label_100
93,0.8636400902455758,0.8135432954191737,category_7951,category_9,True,2000-04-03,label_167
94,0.9811950400663443,0.8880861210687908,category_1164,category_18,False,2000-04-04,label_153
95,0.9572101796109636,0.8904288753410489,category_7110,category_14,False,2000-04-05,label_157
96,0.1487640122324979,0.4348073850606108,category_42,category_16,True,2000-04-06,label_117
97,0.972628813822955,0.0739473583064787,category_1674,category_2,False,2000-04-07,label_198
98,0.8899355557205206,0.2328233561124492,category_5744,category_1,False,2000-04-08,label_36
99,0.8223738275430704,0.9570210398817488,category_7633,category_10,False,2000-04-09,label_37
100,0.4799879238078322,0.3392005616395891,category_6117,category_13,True,2000-04-10,label_150
101,0.23237291963930384,0.7516080428268371,category_5691,category_20,False,2000-04-11,label_113
102,0.8018805787183079,0.9266672203674696,category_3197,category_14,True,2000-04-12,label_115
103,0.9235301597834695,0.16037813575643545,category_4903,category_1,False,2000-04-13,label_128
104,0.2661302722922926,0.08740424833077709,category_4274,category_5,False,2000-04-14,label_135
105,0.5389344076221869,0.5116484733974072,category_5752,category_11,False,2000-04-15,label_107
106,0.4427528289745315,0.6962691845768845,category_2166,category_16,True,2000-04-16,label_82
107,0.931017315981155,0.08211046719587278,category_2792,category_4,True,2000-04-17,label_87
108,0.040510711188434634,0.5757171660091127,category_913,category_13,False,2000-04-18,label_122
109,0.7320061956565608,0.8417416837571661,category_423,category_5,True,2000-04-19,label_88
110,0.6143732469489966,0.5559978829034508,category_6747,category_1,True,2000-04-20,label_22
111,,0.47185689195119584,category_1372,category_2,True,2000-04-21,label_3
112,0.7192197728267403,0.16508446972219126,category_1022,category_7,True,2000-04-22,label_113
113,0.015991729523571974,0.09283538641538247,category_2353,category_11,True,2000-04-23,label_57
114,0.7579510023564281,0.748297175289192,category_1500,category_4,True,2000-04-24,label_138
115,0.512758723262078,0.31387356287283785,category_1465,category_12,True,2000-04-25,label_77
116,0.9291042207970062,0.6543496419610276,category_5439,category_11,True,2000-04-26,label_93
117,0.06608249672407474,0.3346383690521767,category_1718,category_16,False,2000-04-27,label_161
118,0.8413172796123832,0.48478830504249926,category_5238,category_15,True,2000-04-28,label_190
119,0.0666900087671014,0.16051760171888696,category_1720,category_1,True,2000-04-29,label_156
120,0.34430997880412517,0.21647913651135298,category_6213,category_10,True,2000-04-30,label_144
121,0.4302987319478333,0.16309454530842127,category_2492,category_20,False,2000-05-01,label_199
122,0.9660620807840702,0.42346948291479036,category_3560,category_6,True,2000-05-02,label_57
123,0.562231842228457,0.3755860120924793,category_6645,category_16,False,2000-05-03,label_117
124,0.25886459317093224,0.06784730819981788,category_3350,category_16,True,2000-05-04,label_5
125,0.24167571409434496,0.7039234012350206,category_7209,category_6,True,2000-05-05,label_45
126,0.8881183206591798,0.05309965379685688,category_5744,category_12,True,2000-05-06,label_93
127,0.22586942841732438,0.3720103851112584,category_7896,category_16,True,2000-05-07,label_122
128,0.1245547058352835,0.21909383420376105,category_348,category_17,True,2000-05-08,label_200
129,0.2883307570075776,0.8117784891312299,category_7267,category_9,False,2000-05-09,label_72
130,0.5861230648127328,0.06412714145234788,category_3883,category_7,True,2000-05-10,label_87
131,0.5540905021732678,0.37243315459962223,category_1398,category_20,False,2000-05-11,label_110
132,0.8097107759127777,0.5033551375527211,category_1957,category_1,True,2000-05-12,label_26
133,0.5604759520061858,0.5450515720765737,category_5965,category_3,False,2000-05-13,label_117
134,0.2884212144312105,0.29421506037344103,category_3385,category_10,True,2000-05-14,label_52
135,0.4128963426808927,0.14206395567759456,category_6945,category_18,True,2000-05-15,label_41
136,0.8181209709709104,0.7449135415636255,category_117,category_10,True,2000-05-16,label_18
137,0.6265064624197535,0.44597135470770066,category_1850,category_15,False,2000-05-17,label_21
138,0.9590776426974422,0.7754557561193948,category_3799,category_8,False,2000-05-18,label_64
139,,0.3208660885314084,category_3761,category_17,False,2000-05-19,label_195
140,0.5526115105212872,0.48452588207727876,category_6292,category_15,True,2000-05-20,label_66
141,0.5939242016131683,0.1860899127011424,category_1499,category_2,False,2000-05-21,label_96
142,0.84829120827506,0.547381273553695,category_247,category_19,True,2000-05-22,label_76
143,0.14547353818653175,0.4625809129889341,category_4811,category_6,True,2000-05-23,label_110
144,0.40651033674812664,0.31762507192265266,category_3899,category_8,True,2000-05-24,label_156
145,0.909958961662297,0.7368871200679677,category_5246,category_14,False,2000-05-25,label_199
146,0.043066888568204176,0.8465037128233878,category_986,category_5,False,2000-05-26,label_148
147,0.8227062801815019,0.6612986795461243,category_1334,category_5,True,2000-05-27,label_53
148,0.41538403737122465,0.3940940779054982,category_5248,category_13,False,2000-05-28,label_19
149,0.8298039852781027,0.549254071332635,category_2894,category_18,True,2000-05-29,label_86
150,0.009954560807291957,0.9374146004543803,category_6070,category_10,False,2000-05-30,label_10
151,0.36504615775827065,0.3073449968702121,category_1634,category_11,True,2000-05-31,label_42
152,0.07863003716563988,0.4096809696745689,category_1262,category_18,False,2000-06-01,label_2
153,0.6526145763366384,0.6570233501064052,category_1259,category_17,False,2000-06-02,label_152
154,0.2738490985995572,0.579175027141399,category_6232,category_10,True,2000-06-03,label_47
155,0.7026520706597863,0.9666989034059094,category_2431,category_7,True,2000-06-04,label_47
156,0.9438014269420908,0.203968394354333,category_4207,category_12,False,2000-06-05,label_101
157,0.12681710226124776,0.12970874870801763,category_1371,category_11,True,2000-06-06,label_170
158,0.8647782954007741,0.21528864199069575,category_7556,category_11,True,2000-06-07,label_29
159,0.059464151600338466,0.6049192711109758,category_2284,category_1,True,2000-06-08,label_144
160,0.38077050831088943,0.06649909349897953,category_6562,category_18,True,2000-06-09,label_173
161,0.42977406117857664,0.6357409577826703,category_4301,category_8,False,2000-06-10,label_96
162,0.48884954683346427,0.40021405928397813,category_4420,category_19,False,2000-06-11,label_178
163,0.9764623219360445,0.4793047799391258,category_791,category_9,True,2000-06-12,label_154
164,,0.5862788461492651,category_7825,category_19,True,2000-06-13,label_74
165,0.308857362719261,0.855847430219933,category_3277,category_10,True,2000-06-14,label_98
166,0.26983678550080015,0.31212722127821335,category_2421,category_3,False,2000-06-15,label_125
167,0.8631202041893178,0.6655579648563666,category_3784,category_9,False,2000-06-16,label_174
168,0.8813071727376899,0.7735361999095332,category_3647,category_7,True,2000-06-17,label_32
169,0.5107065055436453,0.017312361512404673,category_4155,category_11,True,2000-06-18,label_71
170,0.34429573096232524,0.37144207628951553,category_7698,category_20,False,2000-06-19,label_65
171,0.9949173481609178,0.9089885266937527,category_1570,category_8,True,2000-06-20,label_85
172,0.3159435453677002,0.1472867331874962,category_2330,category_10,False,2000-06-21,label_135
173,0.18271237892656245,0.44433419191648926,category_6384,category_2,True,2000-06-22,label_125
174,0.8800981213040697,0.4066076227347033,category_7679,category_17,False,2000-06-23,label_40
175,0.812335398111254,0.3732920741430126,category_5570,category_6,True,2000-06-24,label_122
176,0.6678894055713512,0.3953782707524621,category_6850,category_19,False,2000-06-25,label_138
177,0.9584136317779519,0.4549327688667605,category_512,category_13,True,2000-06-26,label_36
178,0.9257145772144187,0.7442230762804999,category_4449,category_14,False,2000-06-27,label_158
179,0.7482485033017541,0.4327287665159826,category_6918,category_13,False,2000-06-28,label_49
180,0.8607014095476777,0.9264891419855753,category_2417,category_13,True,2000-06-29,label_57
181,0.24714674032210748,0.7796449833113644,category_4088,category_2,True,2000-06-30,label_61
182,,0.8222193065315738,category_5122,category_16,False,2000-07-01,label_21
183,0.670061849314936,0.24081349529270346,category_2847,category_1,True,2000-07-02,label_189
184,0.7146185366547527,0.49542858866658424,category_6642,category_20,False,2000-07-03,label_43
185,,0.36678678172492174,category_6996,category_14,False,2000-07-04,label_80
186,0.395557273104876,0.12421956378427956,category_6570,category_10,False,2000-07-05,label_183
187,0.9102557662160548,0.6506892937986565,category_2723,category_6,True,2000-07-06,label_18
188,0.561400767550223,0.8238724633321679,category_7028,category_8,False,2000-07-07,label_159
189,0.5783359149262727,0.6104851709370993,category_2495,category_3,True,2000-07-08,label_96
190,0.19412977289079358,0.9745983938870937,category_5580,category_6,True,2000-07-09,label_9
191,0.5260222486178752,0.2092396984696373,category_4095,category_5,True,2000-07-10,label_17
192,0.5234347273949199,0.6214296484690208,category_7879,category_18,False,2000-07-11,label_170
193,0.08893564024627199,0.6552061103437211,category_1256,category_6,True,2000-07-12,label_112
194,0.9819426931267062,0.9226666381004915,category_5737,category_14,False,2000-07-13,label_140
195,0.5713956004557744,0.19535299597016742,category_7496,category_3,True,2000-07-14,label_72
196,,0.7002487924894856,category_2715,category_16,False,2000-07-15,label_88
197,0.7726492012253886,0.7812784478882046,category_3674,category_9,False,2000-07-16,label_42
198,0.9782657138401457,0.9943120762063391,category_3087,category_9,False,2000-07-17,label_13
199,0.5898700283209505,0.023492976928972675,category_2408,category_10,True,2000-07-18,label_137
200,0.319681636282665,0.26881648140267633,category_7968,category_15,True,2000-07-19,label_138
201,0.1875077157277849,0.9244430729097791,category_873,category_12,False,2000-07-20,label_57
202,,0.49267424040260566,category_6758,category_1,True,2000-07-21,label_137
203,0.19510739845680503,0.6101041989110045,category_5311,category_15,False,2000-07-22,label_200
204,0.5776878925178592,0.8857766287400738,category_6493,category_16,True,2000-07-23,label_191
205,0.6022391763796258,0.11895512898415128,category_1466,category_12,False,2000-07-24,label_142
206,0.962423093124381,0.9811330870569273,category_2772,category_5,True,2000-07-25,label_18
207,,0.4965387232141272,category_4994,category_20,True,2000-07-26,label_6
208,0.4999728236586185,0.4026376517489372,category_6990,category_17,True,2000-07-27,label_104
209,0.7440974792826482,0.7512159201776123,category_7409,category_16,True,2000-07-28,label_121
210,0.1772267404746588,0.5466919569664523,category_2799,category_19,True,2000-07-29,label_114
211,0.3880667317845192,0.4455324696936729,category_6718,category_5,True,2000-07-30,label_148
212,0.06289549845497133,0.03310503126440956,category_5255,category_5,False,2000-07-31,label_149
213,0.7258808637757768,0.4835780678171704,category_1533,category_12,True,2000-08-01,label_20
214,0.08776788675948677,0.6821229580803885,category_6690,category_5,False,2000-08-02,label_134
215,0.3950917083579676,0.446689993998449,category_5637,category_13,False,2000-08-03,label_109
216,0.8735226311207321,0.14752880171920724,category_3557,category_10,True,2000-08-04,
217,0.4723003367500115,0.5064765461852246,category_5055,category_17,True,2000-08-05,label_167
218,,0.11605697347778177,category_6124,category_11,True,2000-08-06,label_144
219,0.7659171177388724,0.8591917042083564,category_7256,category_14,True,2000-08-07,label_197
220,0.9153239601117659,0.09417730898805632,category_3976,category_18,False,2000-08-08,label_74
221,0.12740300904890633,0.1935803468602607,category_1250,category_11,True,2000-08-09,label_62
222,0.07356290533063203,0.07713805228384274,category_6360,category_3,True,2000-08-10,label_118
223,0.07032625356921807,0.7494986842325785,category_89,category_4,False,2000-08-11,label_89
224,0.8688542943473193,0.8278965014636923,category_2884,category_20,True,2000-08-12,label_26
225,0.6340699793474432,0.3322766590626146,category_7792,category_18,True,2000-08-13,label_166
226,0.496571693798853,0.7191666572748523,category_2911,category_14,False,2000-08-14,label_8
227,0.16354341619648027,0.9821576929973331,category_1608,category_18,True,2000-08-15,label_142
228,0.6737334377272737,0.9280702838613711,category_2325,category_11,True,2000-08-16,label_83
229,,0.96573083561645,category_3599,category_8,True,2000-08-17,label_108
230,0.7108798632659449,0.22654199696854882,category_1202,category_2,False,2000-08-18,label_86
231,0.4603553288673248,0.5596110550029713,category_912,category_18,False,2000-08-19,label_58
232,0.5074698605445271,0.6146971928134588,category_1578,category_8,True,2000-08-20,label_198
233,0.7896657324598704,0.25117244401917116,category_1815,category_9,True,2000-08-21,label_193
234,0.09274547552338075,0.08082743083043187,category_6394,category_3,False,2000-08-22,label_186
235,0.5787585033235025,0.4375042484079872,category_347,category_7,False,2000-08-23,label_93
236,0.19723494729586855,0.9099874593662859,category_3556,category_18,True,2000-08-24,label_96
237,0.8081367518135681,0.06731372235170652,category_7929,category_16,True,2000-08-25,label_5
238,0.4888460361292599,0.5304507253437395,category_7714,category_18,False,2000-08-26,label_183
239,0.9886953333678197,0.7517332480578506,category_1245,category_19,False,2000-08-27,label_112
240,0.18294332467571872,0.7457353800343062,category_2485,category_11,False,2000-08-28,label_79
241,0.9630191401242673,0.8947435111153713,category_3712,category_14,True,2000-08-29,label_8
242,0.800917036608609,0.2559843553874468,category_3661,category_6,True,2000-08-30,label_129
243,0.4812604965752686,0.3658630453497227,category_7312,category_15,True,2000-08-31,label_55
244,0.8135340641796355,0.217203687150351,category_6589,category_16,True,2000-09-01,label_88
245,0.6028489052411163,0.918754677285163,category_371,category_1,False,2000-09-02,label_58
246,0.6551210639913803,0.5367022286562891,category_5031,category_8,False,2000-09-03,label_199
247,0.9136907627073889,0.6806404420948593,category_1341,category_13,True,2000-09-04,label_22
248,0.06527041641129139,0.3572336039335695,category_7795,category_11,False,2000-09-05,label_123
249,0.8349882039584006,0.9642372551773865,category_1099,category_3,True,2000-09-06,label_175
250,0.3818147799662388,0.06508451925684988,category_4637,category_15,True,2000-09-07,label_105
251,0.3255456161007044,0.048339985070343316,category_1773,category_13,False,2000-09-08,label_60
252,0.9940267712099843,0.5282004343401895,category_2644,category_3,True,2000-09-09,label_13
253,0.7811905020763782,0.730735223643821,category_4806,category_19,True,2000-09-10,label_138
254,0.48553513877958776,0.3034380204735456,category_4007,category_8,True,2000-09-11,label_85
255,0.4226283964247812,0.41885372595654446,category_831,category_4,True,2000-09-12,label_16
256,0.8775289058717961,0.8721183058381751,category_3339,category_15,True,2000-09-13,label_195
257,0.08681487221489415,0.4312402822897813,category_3682,category_5,True,2000-09-14,label_29
258,,0.3682676801524294,category_4157,category_16,False,2000-09-15,label_189
259,0.789154623705146,0.7584257492081121,category_5125,category_19,False,2000-09-16,label_85
260,0.7991963797161148,0.8698018353990821,category_3458,category_8,False,2000-09-17,label_53
261,0.3222867247398318,0.34414062805250156,category_4921,category_18,False,2000-09-18,label_34
262,0.7966391827460546,0.8176608432756797,category_3615,category_3,True,2000-09-19,label_136
263,0.22532844187566514,0.5092840234194861,category_6470,category_2,True,2000-09-20,label_122
264,0.3623079504845691,0.6953702792104819,category_1986,category_17,False,2000-09-21,label_177
265,0.41744811220437983,0.911333215445037,category_7325,category_7,True,2000-09-22,label_185
266,0.5414099836301646,0.4157591792691,category_2544,category_16,False,2000-09-23,label_54
267,0.11261366554055718,0.06224016268375698,category_7218,category_14,True,2000-09-24,label_168
268,0.40694780063930613,0.8037093797115554,category_5882,category_18,True,2000-09-25,label_156
269,0.0003006901069229073,0.07409691713530897,category_6501,category_7,True,2000-09-26,label_178
270,0.744380726347399,0.4626283204403405,category_7611,category_6,False,2000-09-27,label_21
271,0.851875912234257,0.8961041402300075,category_2724,category_7,True,2000-09-28,label_38
272,0.13893167912019755,0.2104814732636685,category_5885,category_15,True,2000-09-29,label_24
273,0.7037857692667978,0.3668177834016768,category_2365,category_17,True,2000-09-30,label_195
274,0.8211030883946387,0.6380591150636171,category_1668,category_5,False,2000-10-01,label_200
275,0.9818283228717938,0.6277574266547684,category_1532,category_7,True,2000-10-02,label_45
276,0.8437905623687267,0.9819799185283371,category_2999,category_18,False,2000-10-03,label_19
277,0.42410648544401286,0.44271413309202545,category_1271,category_14,False,2000-10-04,label_109
278,0.9796887085096565,0.16104042361646975,category_5617,category_17,True,2000-10-05,label_199
279,0.9739844048523552,0.6492986590574216,category_994,category_19,True,2000-10-06,label_74
280,0.503676979200579,0.35113158904720354,category_5914,category_17,True,2000-10-07,label_106
281,0.7534465385839052,0.8182867823154306,category_3258,category_9,True,2000-10-08,label_99
282,0.9138376676731629,0.10951322236311967,category_2987,category_3,False,2000-10-09,label_24
283,0.47614707196875306,0.9890465580721101,category_3359,category_6,False,2000-10-10,label_14
284,0.8637862410970849,0.2562106902860187,category_7322,category_7,True,2000-10-11,label_98
285,0.7015685660618728,0.06201203747119821,category_6506,category_14,False,2000-10-12,label_117
286,0.2939242559745576,0.8347982746503737,category_5477,category_8,False,2000-10-13,label_156
287,0.7676522699834736,0.7489102704574047,category_7241,category_16,True,2000-10-14,label_186
288,0.5706847858594991,0.19692509711904016,category_7526,category_1,False,2000-10-15,label_24
289,0.09384515343330624,0.00892890176806782,category_2108,category_9,True,2000-10-16,label_52
290,0.3913804263046642,0.9993043683279785,category_7569,category_9,False,2000-10-17,label_91
291,0.07374101339780592,0.26617187343572113,category_2488,category_3,False,2000-10-18,label_8
292,0.4761669632169956,0.9682712049821546,category_4968,category_14,False,2000-10-19,label_172
293,0.4285396081429238,0.4980651887097768,category_7715,category_11,False,2000-10-20,label_107
294,0.42373744297044735,0.8248541795097768,category_855,category_20,False,2000-10-21,label_81
295,0.5863003535907844,0.8818387056373457,category_2302,category_1,False,2000-10-22,label_198
296,0.12269066017607344,0.14654831148508962,category_255,category_1,True,2000-10-23,label_6
297,0.9337689099568427,0.625147167327541,category_3646,category_17,False,2000-10-24,label_40
298,0.684050448075033,0.5009028353766419,category_5648,category_9,True,2000-10-25,label_52
299,0.8237813583927717,0.1630007938644068,category_7564,category_20,False,2000-10-26,label_196
300,0.8968012322637599,0.8444583668231723,category_5013,category_2,True,2000-10-27,label_181
301,0.5833200469234759,0.6698917527462978,category_1597,category_1,True,2000-10-28,label_47
302,0.0402182209046007,0.4737800905342562,category_1983,category_13,False,2000-10-29,label_127
303,0.711486824117758,0.338569027124379,category_2615,category_14,True,2000-10-30,label_149
304,0.5690258542633582,0.9426384700566833,category_6456,category_15,False,2000-10-31,label_91
305,0.8259572221703992,0.6103139552438559,category_678,category_17,True,2000-11-01,label_58
306,0.5321604734743441,0.26314790509462194,category_3762,category_8,False,2000-11-02,label_156
307,0.8132440953641924,0.3276541750127153,category_6705,category_12,False,2000-11-03,label_110
308,,0.5346393617039271,category_1052,category_20,True,2000-11-04,label_15
309,0.35055481136788813,0.1588459170954778,category_156,category_12,True,2000-11-05,label_102
310,0.1710214400206741,0.4801640579472547,category_7751,category_13,True,2000-11-06,label_52
311,0.3916747994539028,0.07216099586790625,category_746,category_9,True,2000-11-07,label_15
312,0.7530499898656764,0.047225391386813365,category_5977,category_15,True,2000-11-08,label_147
313,0.43922893185830647,0.23379526102466774,category_947,category_14,True,2000-11-09,label_57
314,0.5883801094292148,0.3791926743675744,category_5097,category_12,True,2000-11-10,label_74
315,0.12735847192167105,0.08243351916416242,category_2467,category_12,False,2000-11-11,label_110
316,0.7261235109339803,0.12300798954936487,category_4323,category_6,True,2000-11-12,label_41
317,0.28008240186649946,0.09622232438641276,category_7268,category_19,True,2000-11-13,label_30
318,0.19061756040401823,0.6245301344093322,category_1970,category_6,False,2000-11-14,label_167
319,0.8629499985831945,0.7495976178508783,category_432,category_8,True,2000-11-15,label_154
320,0.5644128211205941,0.959466885668121,category_3741,category_9,True,2000-11-16,label_30
321,0.48449894234625035,0.2764996117090508,category_7524,category_9,True,2000-11-17,label_129
322,0.8988237652484845,0.9920423936735921,category_151,category_9,True,2000-11-18,label_102
323,0.08601243606100262,0.1519897880487504,category_4783,category_16,False,2000-11-19,label_102
324,,0.6756550740717384,category_670,category_14,True,2000-11-20,label_54
325,0.32798228976460253,0.21567919865060525,category_4055,category_6,False,2000-11-21,label_187
326,0.17540974998508108,0.737201772166946,category_151,category_15,True,2000-11-22,label_65
327,0.6747986499672789,0.42915828944644285,category_183,category_7,False,2000-11-23,label_80
328,0.3628219508629361,0.36668708613494183,category_3993,category_1,True,2000-11-24,label_90
329,0.32989583249393584,0.9365397752880978,category_2610,category_10,True,2000-11-25,label_162
330,0.9436777652291878,0.30967624498565804,category_5719,category_2,False,2000-11-26,label_106
331,0.19929834067948615,0.819223201871711,category_516,category_6,False,2000-11-27,label_42
332,0.512173657837735,0.9962075477432167,category_2306,category_2,True,2000-11-28,label_128
333,0.024013200671349266,0.020165397458509426,category_6382,category_1,False,2000-11-29,label_143
334,0.16336809113695616,0.9379958472576909,category_7015,category_10,False,2000-11-30,label_131
335,0.8834187336335619,0.11651195570424211,category_1963,category_7,False,2000-12-01,label_157
336,0.7892475482526763,0.8105427942647057,category_1025,category_6,False,2000-12-02,label_66
